file_path,binary_rating
actor1_call_10_sentence_9.wav,0
actor2_call_32_sentence_3.wav,0
actor4_call_22_sentence_2.wav,0
actor4_call_25_sentence_7.wav,1
actor3_call_40_sentence_13.wav,0
actor1_call_14_sentence_22.wav,1
actor4_call_16_sentence_20.wav,1
actor1_call_9_sentence_6.wav,0
actor3_call_37_sentence_1.wav,0
actor2_call_31_sentence_16.wav,0
actor3_call_40_sentence_33.wav,1
actor4_call_16_sentence_26.wav,1
actor2_call_35_sentence_24.wav,1
actor4_call_18_sentence_22.wav,1
actor4_call_22_sentence_19.wav,1
actor2_call_29_sentence_1.wav,0
actor3_call_44_sentence_19.wav,0
actor1_call_15_sentence_15.wav,1
actor3_call_39_sentence_10.wav,0
actor2_call_26_sentence_23.wav,0
actor4_call_22_sentence_8.wav,1
actor4_call_18_sentence_16.wav,1
actor3_call_42_sentence_18.wav,0
actor2_call_31_sentence_1.wav,0
actor2_call_35_sentence_18.wav,1
actor3_call_40_sentence_7.wav,1
actor1_call_14_sentence_1.wav,0
actor1_call_3_sentence_20.wav,1
actor1_call_5_sentence_11.wav,1
actor4_call_24_sentence_10.wav,1
actor4_call_16_sentence_17.wav,0
actor1_call_10_sentence_15.wav,0
actor2_call_35_sentence_35.wav,0
actor2_call_28_sentence_1.wav,0
actor4_call_24_sentence_2.wav,0
actor3_call_44_sentence_30.wav,0
actor1_call_11_sentence_17.wav,0
actor1_call_9_sentence_16.wav,1
actor3_call_41_sentence_2.wav,0
actor3_call_41_sentence_18.wav,0
actor3_call_43_sentence_13.wav,1
actor4_call_23_sentence_7.wav,0
actor3_call_37_sentence_17.wav,0
actor3_call_39_sentence_15.wav,1
actor3_call_36_sentence_17.wav,1
actor4_call_24_sentence_11.wav,1
actor2_call_30_sentence_41.wav,0
actor1_call_15_sentence_20.wav,1
actor2_call_31_sentence_15.wav,0
actor4_call_18_sentence_9.wav,1
actor1_call_10_sentence_18.wav,1
actor4_call_18_sentence_10.wav,0
actor1_call_10_sentence_33.wav,1
actor2_call_35_sentence_11.wav,1
actor3_call_37_sentence_20.wav,1
actor1_call_10_sentence_16.wav,1
actor1_call_13_sentence_13.wav,1
actor2_call_30_sentence_26.wav,1
actor3_call_44_sentence_6.wav,0
actor2_call_28_sentence_26.wav,0
actor4_call_16_sentence_3.wav,0
actor1_call_14_sentence_23.wav,1
actor2_call_30_sentence_32.wav,0
actor2_call_26_sentence_21.wav,0
actor3_call_40_sentence_26.wav,0
actor2_call_35_sentence_7.wav,1
actor1_call_12_sentence_10.wav,1
actor2_call_29_sentence_13.wav,1
actor1_call_3_sentence_18.wav,1
actor2_call_35_sentence_29.wav,1
actor2_call_30_sentence_15.wav,0
actor4_call_23_sentence_18.wav,1
actor2_call_30_sentence_42.wav,0
actor1_call_8_sentence_19.wav,1
actor2_call_26_sentence_17.wav,1
actor2_call_35_sentence_1.wav,0
actor2_call_34_sentence_21.wav,0
actor1_call_14_sentence_25.wav,1
actor2_call_35_sentence_17.wav,0
actor2_call_27_sentence_4.wav,0
actor1_call_15_sentence_19.wav,1
actor1_call_15_sentence_18.wav,1
actor3_call_41_sentence_22.wav,0
actor2_call_28_sentence_37.wav,0
actor1_call_11_sentence_6.wav,1
actor3_call_42_sentence_25.wav,1
actor2_call_31_sentence_11.wav,0
actor3_call_42_sentence_26.wav,0
actor2_call_26_sentence_20.wav,0
actor4_call_16_sentence_8.wav,0
actor3_call_36_sentence_19.wav,1
actor2_call_28_sentence_21.wav,0
actor1_call_1_sentence_3.wav,0
actor2_call_34_sentence_31.wav,0
actor3_call_43_sentence_11.wav,1
actor4_call_22_sentence_25.wav,1
actor4_call_18_sentence_30.wav,1
actor2_call_28_sentence_7.wav,1
actor4_call_20_sentence_13.wav,1
actor2_call_30_sentence_38.wav,0
actor4_call_16_sentence_23.wav,0
actor1_call_12_sentence_4.wav,1
actor3_call_41_sentence_5.wav,0
actor2_call_27_sentence_26.wav,1
actor3_call_45_sentence_17.wav,0
actor1_call_14_sentence_3.wav,0
actor2_call_27_sentence_9.wav,0
actor2_call_26_sentence_18.wav,1
actor1_call_15_sentence_5.wav,0
actor1_call_1_sentence_2.wav,0
actor1_call_7_sentence_7.wav,0
actor2_call_28_sentence_27.wav,0
actor3_call_39_sentence_2.wav,0
actor3_call_39_sentence_8.wav,0
actor4_call_18_sentence_4.wav,0
actor2_call_30_sentence_5.wav,0
actor3_call_43_sentence_7.wav,0
actor1_call_14_sentence_2.wav,0
actor4_call_24_sentence_16.wav,1
actor1_call_11_sentence_16.wav,1
actor2_call_32_sentence_4.wav,0
actor2_call_29_sentence_9.wav,0
actor3_call_37_sentence_4.wav,1
actor3_call_44_sentence_28.wav,1
actor1_call_10_sentence_34.wav,1
actor1_call_10_sentence_32.wav,1
actor4_call_21_sentence_8.wav,1
actor3_call_42_sentence_32.wav,0
actor1_call_6_sentence_2.wav,1
actor3_call_44_sentence_18.wav,0
actor3_call_41_sentence_8.wav,1
actor4_call_22_sentence_1.wav,0
actor3_call_36_sentence_16.wav,0
actor1_call_6_sentence_7.wav,1
actor1_call_11_sentence_18.wav,0
actor4_call_17_sentence_22.wav,1
actor3_call_36_sentence_7.wav,1
actor3_call_37_sentence_6.wav,1
actor4_call_22_sentence_6.wav,0
actor1_call_1_sentence_24.wav,0
actor1_call_10_sentence_36.wav,1
actor2_call_35_sentence_10.wav,0
actor1_call_9_sentence_1.wav,0
actor2_call_26_sentence_14.wav,1
actor2_call_27_sentence_23.wav,0
actor1_call_4_sentence_11.wav,0
actor1_call_13_sentence_4.wav,0
actor1_call_12_sentence_1.wav,0
actor1_call_8_sentence_12.wav,1
actor1_call_12_sentence_2.wav,0
actor4_call_17_sentence_11.wav,1
actor4_call_22_sentence_7.wav,0
actor4_call_24_sentence_26.wav,1
actor1_call_14_sentence_5.wav,0
actor3_call_43_sentence_6.wav,0
actor1_call_9_sentence_30.wav,1
actor4_call_21_sentence_19.wav,1
actor1_call_11_sentence_12.wav,1
actor3_call_41_sentence_9.wav,0
actor2_call_30_sentence_23.wav,0
actor3_call_45_sentence_14.wav,0
actor3_call_44_sentence_12.wav,1
actor4_call_19_sentence_4.wav,0
actor4_call_20_sentence_9.wav,1
actor1_call_13_sentence_2.wav,0
actor2_call_34_sentence_11.wav,0
actor4_call_21_sentence_11.wav,1
actor4_call_21_sentence_20.wav,1
actor1_call_7_sentence_17.wav,1
actor4_call_18_sentence_19.wav,0
actor1_call_1_sentence_16.wav,1
actor4_call_16_sentence_12.wav,1
actor2_call_30_sentence_39.wav,0
actor1_call_14_sentence_20.wav,1
actor3_call_39_sentence_7.wav,1
actor1_call_1_sentence_21.wav,1
actor1_call_1_sentence_27.wav,0
actor3_call_44_sentence_5.wav,0
actor3_call_36_sentence_11.wav,0
actor4_call_22_sentence_13.wav,1
actor3_call_41_sentence_21.wav,1
actor4_call_20_sentence_8.wav,1
actor4_call_16_sentence_25.wav,1
actor4_call_17_sentence_12.wav,1
actor4_call_19_sentence_16.wav,1
actor3_call_40_sentence_17.wav,1
actor2_call_28_sentence_32.wav,1
actor4_call_21_sentence_10.wav,1
actor2_call_26_sentence_16.wav,0
actor1_call_10_sentence_35.wav,1
actor3_call_37_sentence_7.wav,0
actor4_call_25_sentence_10.wav,1
actor3_call_37_sentence_15.wav,1
actor1_call_8_sentence_3.wav,0
actor4_call_24_sentence_24.wav,1
actor1_call_7_sentence_8.wav,1
actor3_call_40_sentence_4.wav,0
actor3_call_45_sentence_13.wav,0
actor3_call_43_sentence_12.wav,1
actor1_call_12_sentence_3.wav,0
actor2_call_35_sentence_5.wav,0
actor1_call_9_sentence_14.wav,1
actor4_call_16_sentence_31.wav,1
actor2_call_33_sentence_4.wav,1
actor3_call_42_sentence_20.wav,0
actor1_call_10_sentence_17.wav,1
actor4_call_16_sentence_14.wav,0
actor2_call_27_sentence_16.wav,0
actor2_call_32_sentence_6.wav,1
actor2_call_35_sentence_4.wav,0
actor3_call_40_sentence_34.wav,0
actor4_call_24_sentence_9.wav,0
actor2_call_27_sentence_11.wav,1
actor2_call_28_sentence_10.wav,0
actor3_call_43_sentence_21.wav,1
actor1_call_11_sentence_2.wav,0
actor1_call_7_sentence_23.wav,0
actor1_call_9_sentence_12.wav,1
actor3_call_43_sentence_10.wav,1
actor1_call_9_sentence_3.wav,0
actor3_call_45_sentence_2.wav,0
actor1_call_13_sentence_3.wav,1
actor3_call_42_sentence_11.wav,1
actor2_call_28_sentence_38.wav,1
actor4_call_21_sentence_13.wav,0
actor2_call_28_sentence_11.wav,0
actor4_call_16_sentence_5.wav,1
actor2_call_31_sentence_12.wav,0
actor1_call_8_sentence_13.wav,1
actor3_call_41_sentence_1.wav,0
actor4_call_25_sentence_13.wav,1
actor4_call_20_sentence_1.wav,0
actor2_call_29_sentence_8.wav,0
actor2_call_30_sentence_10.wav,1
actor2_call_30_sentence_2.wav,0
actor1_call_5_sentence_7.wav,1
actor1_call_10_sentence_20.wav,1
actor3_call_45_sentence_10.wav,1
actor3_call_44_sentence_16.wav,0
actor1_call_15_sentence_1.wav,0
actor1_call_14_sentence_9.wav,1
actor2_call_30_sentence_7.wav,1
actor2_call_32_sentence_1.wav,0
actor4_call_17_sentence_10.wav,1
actor4_call_24_sentence_4.wav,0
actor2_call_33_sentence_3.wav,1
actor1_call_1_sentence_9.wav,1
actor2_call_29_sentence_3.wav,0
actor2_call_28_sentence_14.wav,0
actor1_call_1_sentence_23.wav,1
actor2_call_30_sentence_18.wav,1
actor4_call_17_sentence_9.wav,0
actor2_call_30_sentence_12.wav,1
actor1_call_3_sentence_12.wav,1
actor4_call_18_sentence_26.wav,1
actor2_call_34_sentence_29.wav,1
actor2_call_27_sentence_20.wav,1
actor2_call_29_sentence_21.wav,0
actor1_call_8_sentence_1.wav,0
actor4_call_24_sentence_1.wav,0
actor3_call_45_sentence_20.wav,0
actor1_call_1_sentence_1.wav,0
actor1_call_9_sentence_25.wav,1
actor1_call_11_sentence_10.wav,0
actor2_call_34_sentence_10.wav,0
actor2_call_26_sentence_5.wav,0
actor2_call_27_sentence_18.wav,0
actor3_call_44_sentence_24.wav,1
actor1_call_9_sentence_37.wav,0
actor4_call_21_sentence_1.wav,0
actor2_call_27_sentence_5.wav,0
actor1_call_15_sentence_8.wav,1
actor4_call_21_sentence_4.wav,1
actor1_call_10_sentence_37.wav,0
actor4_call_21_sentence_9.wav,0
actor3_call_42_sentence_35.wav,0
actor2_call_29_sentence_12.wav,1
actor2_call_28_sentence_13.wav,0
actor2_call_35_sentence_19.wav,0
actor4_call_22_sentence_17.wav,1
actor4_call_21_sentence_21.wav,0
actor3_call_37_sentence_2.wav,0
actor3_call_40_sentence_32.wav,0
actor4_call_24_sentence_19.wav,1
actor4_call_24_sentence_18.wav,1
actor4_call_21_sentence_12.wav,1
actor2_call_27_sentence_19.wav,1
actor3_call_45_sentence_18.wav,0
actor4_call_20_sentence_15.wav,1
actor3_call_43_sentence_2.wav,0
actor2_call_26_sentence_29.wav,0
actor4_call_23_sentence_2.wav,0
actor3_call_44_sentence_1.wav,0
actor4_call_22_sentence_26.wav,1
actor2_call_26_sentence_33.wav,0
actor2_call_28_sentence_30.wav,1
actor2_call_26_sentence_3.wav,0
actor4_call_18_sentence_21.wav,1
actor2_call_30_sentence_16.wav,1
actor1_call_4_sentence_19.wav,1
actor3_call_39_sentence_11.wav,1
actor1_call_3_sentence_17.wav,0
actor1_call_10_sentence_14.wav,1
actor1_call_9_sentence_7.wav,1
actor2_call_35_sentence_27.wav,1
actor3_call_43_sentence_1.wav,0
actor4_call_18_sentence_24.wav,1
actor3_call_45_sentence_8.wav,1
actor2_call_35_sentence_3.wav,0
actor1_call_9_sentence_20.wav,1
actor3_call_37_sentence_19.wav,1
actor4_call_23_sentence_15.wav,1
actor1_call_11_sentence_8.wav,1
actor1_call_1_sentence_6.wav,1
actor1_call_14_sentence_8.wav,0
actor3_call_41_sentence_23.wav,1
actor1_call_13_sentence_1.wav,0
actor3_call_42_sentence_12.wav,1
actor4_call_24_sentence_14.wav,1
actor4_call_20_sentence_7.wav,0
actor2_call_26_sentence_11.wav,0
actor1_call_6_sentence_9.wav,1
actor1_call_8_sentence_10.wav,1
actor4_call_22_sentence_27.wav,1
actor2_call_26_sentence_39.wav,1
actor1_call_8_sentence_9.wav,0
actor4_call_18_sentence_7.wav,1
actor2_call_30_sentence_6.wav,0
actor4_call_18_sentence_27.wav,1
actor4_call_23_sentence_5.wav,1
actor4_call_16_sentence_34.wav,0
actor2_call_27_sentence_7.wav,0
actor2_call_30_sentence_3.wav,0
actor1_call_12_sentence_5.wav,0
actor2_call_34_sentence_12.wav,0
actor3_call_40_sentence_1.wav,0
actor1_call_9_sentence_17.wav,1
actor3_call_44_sentence_29.wav,1
